,name,company,year,Price,kms_driven,fuel_type,transmission
3587,Honda Amaze,Honda,2018,700000,74800,Diesel,Manual
3588,Ford Endeavour,Ford,2009,500000,105000,Diesel,Manual
3589,Renault Duster,Renault,2016,500000,40000,Diesel,Manual
3590,Maruti Ritz,Maruti,2016,400000,90000,Diesel,Manual
3591,Toyota Corolla,Toyota,2015,825000,75000,Diesel,Manual
3592,Maruti Swift,Maruti,2018,720000,15000,Diesel,Manual
3593,Maruti 800,Maruti,2009,110000,30000,Petrol,Manual
3594,Mahindra Scorpio,Mahindra,2014,600000,100000,Diesel,Manual
3595,Mahindra Scorpio,Mahindra,2009,275000,155000,Diesel,Automatic
3596,Land Rover,Land,2012,2349000,149000,Diesel,Automatic
3597,Hyundai i20,Hyundai,2017,740000,60000,Diesel,Manual
3598,Maruti Baleno,Maruti,2017,800000,90000,Diesel,Manual
3599,Hyundai Verna,Hyundai,2019,1100000,100000,Diesel,Manual
3600,BMW X1,BMW,2012,750000,100000,Diesel,Automatic
3601,Maruti Alto,Maruti,2012,200000,90000,Petrol,Manual
3602,Tata Spacio,Tata,2009,210000,75000,Diesel,Manual
3603,Maruti Swift,Maruti,2009,270000,120000,Diesel,Manual
3604,Toyota Etios,Toyota,2016,630000,90000,Diesel,Manual
3605,Hyundai Xcent,Hyundai,2015,375000,55000,Petrol,Manual
3606,Mahindra Xylo,Mahindra,2010,300000,70000,Diesel,Manual
3607,Mahindra Bolero,Mahindra,2016,580000,95000,Diesel,Manual
3608,Hyundai Verna,Hyundai,2014,550000,50000,Diesel,Manual
3609,Maruti Ciaz,Maruti,2016,750000,50000,Diesel,Manual
3610,Maruti Omni,Maruti,2014,250000,60516,Petrol,Manual
3611,Hyundai Verna,Hyundai,2012,434999,235000,Diesel,Manual
3612,Mercedes-Benz E-Class,Mercedes-Benz,2007,900000,76731,Diesel,Automatic
3613,Maruti Swift,Maruti,2016,685000,64000,Diesel,Manual
3614,Maruti Swift,Maruti,2014,540000,65000,Diesel,Manual
3615,Honda City,Honda,2018,1165000,13000,Petrol,Automatic
3616,Ford Ecosport,Ford,2014,610000,77000,Diesel,Manual
3617,Hyundai EON,Hyundai,2011,254999,24000,Petrol,Manual
3618,Nissan Micra,Nissan,2014,280000,63840,Petrol,Manual
3619,Tata Tiago,Tata,2017,370000,25000,Petrol,Manual
3620,Tata New,Tata,2011,459999,76400,Diesel,Manual
3621,Maruti Zen,Maruti,1998,42000,70000,Petrol,Manual
3622,Maruti Zen,Maruti,1998,42000,70000,Petrol,Manual
3623,Fiat Linea,Fiat,2011,190000,80000,Diesel,Manual
3624,Fiat Punto,Fiat,2010,165000,100000,Petrol,Manual
3625,Ford EcoSport,Ford,2017,710000,40000,Diesel,Manual
3626,Hyundai Creta,Hyundai,2018,1200000,15000,Petrol,Manual
3627,Maruti Zen,Maruti,2011,229999,70000,Petrol,Manual
3628,Renault KWID,Renault,2018,310000,15000,Petrol,Manual
3629,Maruti Wagon,Maruti,2015,320000,40000,Petrol,Manual
3630,Maruti 800,Maruti,2006,100000,54000,Petrol,Manual
3631,Hyundai Verna,Hyundai,2009,160000,90000,Diesel,Manual
3632,Maruti 800,Maruti,2007,60000,52000,Petrol,Manual
3633,Tata Indigo,Tata,2012,100000,200000,Diesel,Manual
3634,Chevrolet Beat,Chevrolet,2016,350000,35000,Diesel,Manual
3635,Renault Duster,Renault,2017,700000,60000,Diesel,Manual
3636,Maruti Alto,Maruti,2017,300000,31489,Petrol,Manual
3637,Hyundai i20,Hyundai,2018,830000,40000,Diesel,Manual
3638,Mahindra Quanto,Mahindra,2013,220000,110000,Diesel,Manual
3639,Tata Indigo,Tata,2009,130000,50000,Diesel,Manual
3640,Hyundai i20,Hyundai,2012,330000,44000,Petrol,Manual
3641,Honda City,Honda,2010,254999,90000,Petrol,Manual
3642,Hyundai Verna,Hyundai,2014,600000,50000,Petrol,Manual
3643,Hyundai i10,Hyundai,2012,210000,50000,Petrol,Manual
3644,Maruti Zen,Maruti,2007,120000,81366,Petrol,Manual
3645,Maruti Esteem,Maruti,2006,95000,110000,Petrol,Manual
3646,Toyota Innova,Toyota,2006,229999,300000,Diesel,Manual
3647,Hyundai Verna,Hyundai,2010,229999,70000,Petrol,Manual
3648,Hyundai i20,Hyundai,2013,400000,100000,Diesel,Manual
3649,Maruti Gypsy,Maruti,2005,300000,70000,Petrol,Manual
3650,Ford Figo,Ford,2013,300000,50000,Diesel,Manual
3651,Ford Fiesta,Ford,2009,80000,180000,Diesel,Manual
3652,Maruti 800,Maruti,2008,80000,50000,Petrol,Manual
3653,Maruti Esteem,Maruti,2007,100000,90000,Petrol,Manual
3654,Tata Indica,Tata,2012,300000,110000,Diesel,Manual
3655,Maruti Baleno,Maruti,2018,700000,26000,Petrol,Automatic
3656,Maruti Vitara,Maruti,2016,975000,65000,Diesel,Manual
3657,Chevrolet Captiva,Chevrolet,2009,500000,130000,Diesel,Manual
3658,Renault Duster,Renault,2013,550000,75000,Diesel,Manual
3659,Nissan Terrano,Nissan,2014,550000,110000,Diesel,Manual
3660,Maruti Alto,Maruti,2014,240000,50000,Petrol,Manual
3661,Maruti 800,Maruti,1997,50000,80000,Petrol,Manual
3662,Tata Indica,Tata,2009,120000,80000,Petrol,Manual
3663,Maruti Alto,Maruti,2013,900000,60000,Petrol,Manual
3664,Honda City,Honda,2009,250000,90000,Petrol,Manual
3665,Renault KWID,Renault,2017,280000,36000,Petrol,Manual
3666,Tata Indica,Tata,2010,85000,87000,Diesel,Manual
3667,Tata Indica,Tata,2011,90000,80000,Diesel,Manual
3668,Chevrolet Enjoy,Chevrolet,2015,500000,50000,Diesel,Manual
3669,Maruti 800,Maruti,2013,200000,60000,Petrol,Manual
3670,Renault KWID,Renault,2015,250000,50000,Petrol,Manual
3671,Maruti Swift,Maruti,2014,185000,40000,Diesel,Manual
3672,Hyundai i10,Hyundai,2008,100000,60000,Petrol,Manual
3673,Toyota Etios,Toyota,2015,610000,55000,Diesel,Manual
3674,Mahindra Quanto,Mahindra,2012,290000,80000,Diesel,Manual
3675,Mahindra Xylo,Mahindra,2012,300000,295000,Diesel,Manual
3676,Hyundai EON,Hyundai,2015,225000,80000,Petrol,Manual
3677,Maruti Alto,Maruti,2017,320000,50000,Petrol,Manual
3678,Tata Indigo,Tata,2012,135000,158000,Diesel,Manual
3679,Toyota Innova,Toyota,2006,400000,400000,Diesel,Manual
3680,Maruti Wagon,Maruti,2016,400000,25000,Petrol,Manual
3681,Hyundai i20,Hyundai,2017,570000,35000,Petrol,Manual
3682,Maruti Ignis,Maruti,2018,500000,12000,Petrol,Manual
3683,Maruti Omni,Maruti,2015,130000,70000,Petrol,Manual
3684,Tata Tiago,Tata,2018,360000,4000,Petrol,Manual
3685,Ford Figo,Ford,2017,530000,10832,Petrol,Manual
3686,Hyundai i10,Hyundai,2009,250000,50000,Petrol,Manual
3687,Nissan Sunny,Nissan,2016,600000,19495,Petrol,Manual
3688,Renault Duster,Renault,2013,570000,62668,Diesel,Manual
3689,Mahindra XUV500,Mahindra,2013,850000,85710,Diesel,Manual
3690,Ford Figo,Ford,2011,250000,55130,Diesel,Manual
3691,Ford Ecosport,Ford,2014,580000,63356,Diesel,Manual
3692,Toyota Fortuner,Toyota,2012,1680000,129627,Diesel,Manual
3693,Chevrolet Spark,Chevrolet,2010,180000,15000,Petrol,Manual
3694,Tata Tiago,Tata,2017,300000,50000,Petrol,Manual
3695,Toyota Etios,Toyota,2012,269000,70000,Petrol,Manual
3696,Maruti Alto,Maruti,2018,231999,20000,Petrol,Manual
3697,Chevrolet Beat,Chevrolet,2011,150000,60000,Petrol,Manual
3698,Hyundai Grand,Hyundai,2017,495000,5000,Petrol,Manual
3699,Maruti Ciaz,Maruti,2014,700000,15000,Petrol,Manual
3700,Datsun GO,Datsun,2018,400000,4400,Petrol,Manual
3701,Mahindra Xylo,Mahindra,2019,599000,15000,Diesel,Manual
3702,Renault Duster,Renault,2013,421000,45000,Diesel,Manual
3703,Ford EcoSport,Ford,2018,841000,1000,Diesel,Manual
3704,Hyundai i10,Hyundai,2014,295000,38500,Petrol,Manual
3705,Hyundai i10,Hyundai,2011,220000,25000,Petrol,Manual
3706,Ford Classic,Ford,2013,250000,35000,Diesel,Manual
3707,Toyota Fortuner,Toyota,2009,1100000,110000,Diesel,Manual
3708,Hyundai Verna,Hyundai,2012,300000,40000,Petrol,Manual
3709,Chevrolet Aveo,Chevrolet,2007,80000,110000,Petrol,Manual
3710,Chevrolet Beat,Chevrolet,2013,215000,20000,Diesel,Manual
3711,Hyundai EON,Hyundai,2012,245000,14987,Petrol,Manual
3712,Ford EcoSport,Ford,2016,650000,25061,Diesel,Manual
3713,Ford Ecosport,Ford,2017,760000,42494,Diesel,Manual
3714,Honda Amaze,Honda,2014,395000,44875,Diesel,Manual
3715,Ford Figo,Ford,2014,280000,89741,Diesel,Manual
3716,Honda Jazz,Honda,2016,495000,65000,Diesel,Manual
3717,Honda Jazz,Honda,2016,525000,35000,Diesel,Manual
3718,Toyota Innova,Toyota,2009,420000,347089,Diesel,Manual
3719,Tata New,Tata,2010,210000,34500,Diesel,Manual
3720,Hyundai i20,Hyundai,2018,650000,30000,Petrol,Manual
3721,BMW 3,BMW,2018,2300000,39000,Diesel,Automatic
3722,Ford Freestyle,Ford,2019,525000,16000,Diesel,Manual
3723,Maruti Wagon,Maruti,2010,195000,80000,CNG,Manual
3724,Maruti Ertiga,Maruti,2016,650000,60000,Diesel,Manual
3725,Mahindra TUV,Mahindra,2015,540000,110000,Diesel,Manual
3726,Maruti Alto,Maruti,2014,180000,61000,Petrol,Manual
3727,Mahindra Bolero,Mahindra,2017,750000,29000,Diesel,Manual
3728,Maruti Ertiga,Maruti,2018,980000,50000,Diesel,Manual
3729,Fiat Grande,Fiat,2014,250000,90000,Diesel,Manual
3730,Hyundai Grand,Hyundai,2018,550000,35000,Petrol,Automatic
3731,Volkswagen Vento,Volkswagen,2015,509999,43000,Petrol,Manual
3732,Maruti Alto,Maruti,2017,320000,50000,Petrol,Manual
3733,Hyundai EON,Hyundai,2016,275000,25000,Petrol,Manual
3734,Mahindra XUV500,Mahindra,2013,550000,222252,Diesel,Manual
3735,Maruti Wagon,Maruti,2009,145000,50000,Petrol,Manual
3736,Fiat Grande,Fiat,2013,250000,80000,Diesel,Manual
3737,Hyundai Verna,Hyundai,2012,520000,35000,Diesel,Manual
3738,Maruti Alto,Maruti,2007,95000,85000,Petrol,Manual
3739,Toyota Innova,Toyota,2011,725000,110000,Diesel,Manual
3740,Maruti 800,Maruti,2006,55000,70000,Petrol,Manual
3741,Honda City,Honda,2014,600000,100000,Diesel,Manual
3742,Volkswagen Vento,Volkswagen,2013,330000,120000,Diesel,Manual
3743,Maruti Swift,Maruti,2015,470000,89000,Diesel,Manual
3744,Maruti Swift,Maruti,2013,365000,120000,Diesel,Manual
3745,Hyundai EON,Hyundai,2013,250000,40000,Petrol,Manual
3746,Maruti Wagon,Maruti,2017,430000,17000,Petrol,Manual
3747,Maruti Swift,Maruti,2013,400000,125000,Diesel,Manual
3748,Maruti Swift,Maruti,2015,615000,110000,Petrol,Manual
3749,Ford Figo,Ford,2011,150000,120000,Diesel,Manual
3750,Ford Figo,Ford,2014,240000,90000,Diesel,Manual
3751,Mahindra Scorpio,Mahindra,2014,800000,90000,Diesel,Manual
3752,Hyundai EON,Hyundai,2015,240000,110000,LPG,Manual
3753,Ford Ecosport,Ford,2014,600000,87000,Diesel,Manual
3754,Mahindra Scorpio,Mahindra,2014,800000,15000,Diesel,Manual
3755,Hyundai EON,Hyundai,2015,160000,70000,Petrol,Manual
3756,Ford Fiesta,Ford,2012,350000,38000,Petrol,Manual
3757,Honda City,Honda,2011,300000,64000,Petrol,Manual
3758,Tata Sumo,Tata,2015,399000,55250,Diesel,Manual
3759,Mahindra Bolero,Mahindra,2011,300000,110000,Diesel,Manual
3760,Maruti A-Star,Maruti,2012,150000,70000,Petrol,Automatic
3761,Chevrolet Cruze,Chevrolet,2010,320000,60000,Diesel,Manual
3762,Tata Hexa,Tata,2018,1280000,17000,Diesel,Manual
3763,Renault KWID,Renault,2017,300000,13000,Petrol,Manual
3764,Nissan Terrano,Nissan,2016,1000000,60000,Diesel,Manual
3765,Mitsubishi Pajero,Mitsubishi,2012,1090000,120000,Diesel,Manual
3766,Tata New,Tata,2012,450000,97000,Diesel,Manual
3767,Tata Indica,Tata,2007,60000,130000,Petrol,Manual
3768,Maruti Swift,Maruti,2013,500000,50000,Petrol,Manual
3769,Tata Indigo,Tata,2012,200000,120000,Diesel,Manual
3770,Ford Ecosport,Ford,2015,650000,68000,Diesel,Manual
3771,Maruti Alto,Maruti,2006,60000,100000,Petrol,Manual
3772,Maruti Ertiga,Maruti,2013,250999,80000,Diesel,Manual
3773,Hyundai Accent,Hyundai,2012,185000,67000,CNG,Manual
3774,Maruti Alto,Maruti,2015,155000,60000,Petrol,Manual
3775,Maruti Swift,Maruti,2019,600000,5000,Petrol,Manual
3776,Renault KWID,Renault,2016,300000,20000,Petrol,Manual
3777,Hyundai Creta,Hyundai,2018,850000,12500,Petrol,Manual
3778,Maruti Eeco,Maruti,2019,470000,4000,CNG,Manual
3779,Ford Figo,Ford,2019,600000,25000,Petrol,Manual
3780,Toyota Innova,Toyota,2013,700000,70000,Diesel,Manual
3781,Maruti Wagon,Maruti,2007,70000,162000,LPG,Manual
3782,Toyota Fortuner,Toyota,2010,1250000,205000,Diesel,Manual
3783,Audi A6,Audi,2008,650000,70000,Petrol,Automatic
3784,Hyundai Xcent,Hyundai,2018,450000,70000,Diesel,Manual
3785,Mahindra XUV500,Mahindra,2014,750000,100000,Diesel,Manual
3786,Toyota Innova,Toyota,2013,775000,70000,Diesel,Manual
3787,Hyundai Santa,Hyundai,2011,800000,220000,Diesel,Manual
3788,Honda Amaze,Honda,2015,360000,80000,Petrol,Manual
3789,Toyota Corolla,Toyota,2010,250000,120000,Diesel,Manual
3790,Jeep Compass,Jeep,2017,1490000,22038,Diesel,Manual
3791,Nissan Terrano,Nissan,2013,600000,80000,Diesel,Manual
3792,Maruti Alto,Maruti,2010,120000,90000,Petrol,Manual
3793,Tata New,Tata,2012,320000,140000,Diesel,Manual
3794,Mahindra Thar,Mahindra,2011,400000,120000,Diesel,Manual
3795,Maruti Swift,Maruti,2015,302000,60000,Diesel,Manual
3796,Chevrolet Beat,Chevrolet,2011,130000,80000,Diesel,Manual
3797,Maruti Swift,Maruti,2014,150000,60000,Petrol,Manual
3798,Tata Indica,Tata,2012,200000,90000,Diesel,Manual
3799,Toyota Innova,Toyota,2012,950000,80000,Diesel,Manual
3800,Maruti Swift,Maruti,2008,120000,175000,Diesel,Manual
3801,Mahindra XUV500,Mahindra,2019,1400000,10000,Diesel,Manual
3802,Hyundai i20,Hyundai,2017,620000,65000,Petrol,Manual
3803,Toyota Innova,Toyota,2012,449000,90000,Diesel,Manual
3804,Maruti Alto,Maruti,2007,100000,70000,Petrol,Manual
3805,Hyundai Grand,Hyundai,2018,600000,2500,Petrol,Manual
3806,Honda Amaze,Honda,2016,700000,35000,Diesel,Manual
3807,Chevrolet Beat,Chevrolet,2012,250000,40000,Diesel,Manual
3808,Maruti Baleno,Maruti,2018,550000,63000,Petrol,Manual
3809,Skoda Superb,Skoda,2013,675000,88000,Diesel,Automatic
3810,Nissan Terrano,Nissan,2015,530000,55000,Diesel,Manual
3811,Chevrolet Enjoy,Chevrolet,2014,325000,71014,Diesel,Manual
3812,Renault Scala,Renault,2015,370000,60000,Diesel,Manual
3813,Skoda Rapid,Skoda,2014,360000,70000,Diesel,Manual
3814,Skoda Superb,Skoda,2012,650000,60000,Petrol,Automatic
3815,Ford Fiesta,Ford,2012,199000,92000,Diesel,Manual
3816,Mahindra Quanto,Mahindra,2014,285000,89126,Diesel,Manual
3817,Volkswagen Jetta,Volkswagen,2009,260000,134000,Diesel,Automatic
3818,Maruti Ciaz,Maruti,2019,869999,15000,Petrol,Automatic
3819,Hyundai Grand,Hyundai,2016,425000,42500,Diesel,Manual
3820,Chevrolet Cruze,Chevrolet,2012,490000,42000,Diesel,Automatic
3821,Mahindra XUV500,Mahindra,2015,750000,70000,Diesel,Automatic
3822,Honda City,Honda,2004,125000,110000,Petrol,Manual
3823,Fiat Linea,Fiat,2014,221000,131365,Diesel,Manual
3824,Volkswagen Vento,Volkswagen,2016,724000,48980,Diesel,Automatic
3825,Honda Amaze,Honda,2014,440000,46000,Petrol,Automatic
3826,Chevrolet Spark,Chevrolet,2009,70000,60000,Petrol,Manual
3827,Maruti Baleno,Maruti,2015,511000,58000,Diesel,Manual
3828,Maruti S-Cross,Maruti,2016,790000,22000,Diesel,Manual
3829,Hyundai i20,Hyundai,2017,640000,37000,Petrol,Manual
3830,Hyundai Santro,Hyundai,2009,120000,70000,Petrol,Manual
3831,Chevrolet Beat,Chevrolet,2012,126000,98900,Diesel,Manual
3832,Chevrolet Beat,Chevrolet,2012,120000,125000,Diesel,Manual
3833,Mahindra TUV,Mahindra,2017,650000,60000,Diesel,Manual
3834,Hyundai Grand,Hyundai,2014,450000,80000,Petrol,Manual
3835,Maruti Zen,Maruti,2010,110000,80000,CNG,Manual
3836,Mahindra Bolero,Mahindra,2017,600000,40000,Diesel,Manual
3837,Mahindra XUV500,Mahindra,2012,620000,80000,Diesel,Manual
3838,Ford Ecosport,Ford,2014,600000,30000,Diesel,Manual
3839,Mahindra Bolero,Mahindra,2018,795000,35000,Diesel,Manual
3840,Tata Winger,Tata,2011,300000,180000,Diesel,Manual
3841,Renault Lodgy,Renault,2015,495000,60000,Diesel,Manual
3842,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
3843,Audi Q3,Audi,2015,1750000,127643,Diesel,Automatic
3844,Tata Hexa,Tata,2018,1350000,34000,Diesel,Automatic
3845,Mahindra Xylo,Mahindra,2014,350000,145000,Diesel,Manual
3846,Datsun RediGO,Datsun,2018,300000,25000,Petrol,Automatic
3847,Tata Zest,Tata,2018,400000,54000,Petrol,Manual
3848,Audi A6,Audi,2014,1750000,102354,Diesel,Automatic
3849,Maruti Zen,Maruti,1999,70000,70000,Petrol,Manual
3850,Nissan Sunny,Nissan,2018,500000,70000,Diesel,Manual
3851,Audi Q3,Audi,2017,2575000,36000,Diesel,Automatic
3852,Honda Brio,Honda,2014,345000,58000,Petrol,Manual
3853,Tata Indigo,Tata,2013,220000,100000,Diesel,Manual
3854,Audi Q5,Audi,2014,1850000,62237,Petrol,Automatic
3855,Hyundai Santro,Hyundai,2005,114999,90000,Petrol,Manual
3856,Maruti 800,Maruti,1999,50000,100000,Petrol,Manual
3857,Honda Jazz,Honda,2017,585000,14000,Petrol,Manual
3858,Ford EcoSport,Ford,2018,950000,21394,Diesel,Manual
3859,Maruti Swift,Maruti,2018,625000,13800,Petrol,Automatic
3860,Hyundai Creta,Hyundai,2017,1035000,23000,Petrol,Automatic
3861,Datsun GO,Datsun,2015,310000,32686,Petrol,Manual
3862,Mahindra Xylo,Mahindra,2017,600000,99700,Diesel,Manual
3863,Toyota Fortuner,Toyota,2019,3100000,5000,Diesel,Automatic
3864,Honda City,Honda,2014,650000,49654,Diesel,Manual
3865,Hyundai Grand,Hyundai,2016,550000,45457,Petrol,Manual
3866,Hyundai Creta,Hyundai,2017,1260000,39221,Diesel,Manual
3867,Hyundai i20,Hyundai,2016,660000,48220,Petrol,Manual
3868,Hyundai i20,Hyundai,2017,700000,11114,Petrol,Manual
3869,Hyundai Getz,Hyundai,2008,235000,60208,Diesel,Manual
3870,Volkswagen Vento,Volkswagen,2013,475000,80000,Diesel,Manual
3871,Mercedes-Benz E-Class,Mercedes-Benz,2008,795000,98600,Diesel,Automatic
3872,Audi RS7,Audi,2016,8900000,13000,Petrol,Automatic
3873,Audi Q5,Audi,2015,3200000,30000,Diesel,Automatic
3874,MG Hector,MG,2019,1860000,18000,Petrol,Automatic
3875,Land Rover,Land,2010,4200000,100000,Diesel,Automatic
3876,Honda City,Honda,2015,850000,58000,Petrol,Automatic
3877,Mahindra Xylo,Mahindra,2017,585000,85441,Diesel,Manual
3878,Mahindra Verito,Mahindra,2015,380000,64541,Diesel,Manual
3879,Maruti Swift,Maruti,2019,650000,35000,Diesel,Manual
3880,Maruti Swift,Maruti,2018,600000,30000,Petrol,Manual
3881,Nissan Micra,Nissan,2017,434999,16267,Petrol,Manual
3882,Volkswagen Vento,Volkswagen,2013,525000,71500,Diesel,Manual
3883,BMW 5,BMW,2019,4800000,12999,Diesel,Automatic
3884,Chevrolet Aveo,Chevrolet,2008,160000,80000,Petrol,Manual
3885,Maruti Zen,Maruti,2007,160000,90000,Petrol,Manual
3886,Chevrolet Spark,Chevrolet,2012,125000,28000,Petrol,Manual
3887,Mahindra Bolero,Mahindra,2015,430000,200000,Diesel,Manual
3888,Hyundai Creta,Hyundai,2017,900000,14700,Petrol,Manual
3889,Maruti Alto,Maruti,2000,61000,90000,Petrol,Manual
3890,Maruti Wagon,Maruti,2017,400000,50000,Petrol,Manual
3891,Hyundai Santro,Hyundai,2009,150000,100000,Petrol,Manual
3892,Volkswagen Polo,Volkswagen,2019,950000,24000,Petrol,Automatic
3893,Tata Indigo,Tata,2013,220000,100000,Diesel,Manual
3894,Hyundai Getz,Hyundai,2007,110000,90000,Petrol,Manual
3895,Tata Bolt,Tata,2015,375000,30000,Petrol,Manual
3896,Datsun GO,Datsun,2017,350000,80000,Petrol,Manual
3897,Hyundai i20,Hyundai,2012,310000,92686,Diesel,Manual
3898,Tata Indica,Tata,2010,90000,300000,Petrol,Manual
3899,Volkswagen Vento,Volkswagen,2011,350000,90000,Petrol,Manual
3900,Hyundai Santro,Hyundai,2003,100000,60000,Petrol,Manual
3901,Mahindra XUV500,Mahindra,2017,1300000,40000,Diesel,Automatic
3902,Maruti Wagon,Maruti,2004,70000,90000,Petrol,Manual
3903,Chevrolet Sail,Chevrolet,2013,225000,80000,Diesel,Manual
3904,Honda City,Honda,2002,145000,100000,Petrol,Manual
3905,Ford EcoSport,Ford,2018,930000,20000,Diesel,Manual
3906,Maruti Swift,Maruti,2019,550000,51000,Petrol,Manual
3907,Maruti Alto,Maruti,2008,85000,120000,Petrol,Manual
3908,Hyundai EON,Hyundai,2014,280000,55000,Petrol,Manual
3909,Hyundai EON,Hyundai,2018,360000,6000,Petrol,Manual
3910,Maruti Alto,Maruti,2011,150000,40000,Petrol,Manual
3911,Skoda Rapid,Skoda,2017,900000,15000,Petrol,Automatic
3912,Ambassador CLASSIC,Ambassador,2005,120000,50000,Diesel,Manual
3913,Fiat Linea,Fiat,2010,215000,90000,Petrol,Manual
3914,Renault Scala,Renault,2013,550000,38500,Diesel,Manual
3915,Tata Nexon,Tata,2018,775000,35000,Petrol,Manual
3916,Maruti Gypsy,Maruti,2001,409999,49359,Petrol,Manual
3917,Maruti 800,Maruti,2005,65000,70000,Petrol,Manual
3918,Maruti Wagon,Maruti,2008,200000,90000,Petrol,Manual
3919,Maruti Wagon,Maruti,2010,240000,50000,Petrol,Manual
3920,Toyota Innova,Toyota,2012,800000,108731,Diesel,Manual
3921,Toyota Innova,Toyota,2010,400000,120000,Diesel,Manual
3922,Tata Sumo,Tata,2016,500000,60000,Diesel,Manual
3923,Mahindra Renault,Mahindra,2007,150000,90000,Diesel,Manual
3924,Toyota Etios,Toyota,2014,500000,140000,Diesel,Manual
3925,Hyundai EON,Hyundai,2014,320000,80000,Petrol,Manual
3926,Nissan Micra,Nissan,2013,300000,90000,Diesel,Manual
3927,Renault Lodgy,Renault,2017,650000,40000,Diesel,Manual
3928,Maruti Alto,Maruti,2018,285000,14000,Petrol,Manual
3929,Tata Aria,Tata,2012,360000,70000,Diesel,Manual
3930,Honda Accord,Honda,2009,450000,55000,Petrol,Manual
3931,Maruti Alto,Maruti,2011,175000,60000,Petrol,Manual
3932,Chevrolet Cruze,Chevrolet,2011,350000,74000,Diesel,Manual
3933,Ford Figo,Ford,2020,530000,45000,Diesel,Manual
3934,Honda City,Honda,2017,1025000,38000,Diesel,Manual
3935,Honda BR-V,Honda,2017,950000,24000,Diesel,Manual
3936,Honda WR-V,Honda,2017,725000,29976,Petrol,Manual
3937,Honda City,Honda,2017,919999,41000,Petrol,Manual
3938,Honda Jazz,Honda,2018,700000,15000,Diesel,Manual
3939,Honda Jazz,Honda,2017,725000,36000,Diesel,Manual
3940,Honda BR-V,Honda,2017,840000,30646,Petrol,Manual
3941,Maruti Wagon,Maruti,2015,365000,23600,Petrol,Manual
3942,Honda City,Honda,2014,665000,71318,Diesel,Manual
3943,Maruti 800,Maruti,2003,50000,78098,Petrol,Manual
3944,Hyundai EON,Hyundai,2014,225000,30000,Petrol,Manual
3945,Hyundai i10,Hyundai,2012,229999,45000,Petrol,Manual
3946,Hyundai Santro,Hyundai,2008,145000,67000,Petrol,Manual
3947,Ford Figo,Ford,2018,624000,14681,Diesel,Manual
3948,Hyundai Verna,Hyundai,2015,500000,25000,Petrol,Manual
3949,Ford EcoSport,Ford,2017,750000,18054,Petrol,Manual
3950,Honda City,Honda,2015,785000,40000,Diesel,Manual
3951,Hyundai i10,Hyundai,2011,225000,30000,Petrol,Manual
3952,Hyundai Xcent,Hyundai,2017,300000,80000,Diesel,Manual
3953,Hyundai i20,Hyundai,2016,680000,20000,Diesel,Manual
